序号,采购人,合同名称,分类,理由
7140,中华人民共和国大铲湾海关,中央单位批量集中采购简易合同,提取能力,支持海关运营
7141,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务7分包,协调能力,组织土地测绘服务
7142,定西市档案局,三西建设30年定西成就展项目政府采购购销合同,协调能力,支持档案文化服务
7143,中国科学院重庆绿色智能技术研究院,进口货物购销协议书,协调能力,支持科研机构
7144,玉门市地方税务局,办公楼维修改造项目,提取能力,支持税务基础设施
7145,中国土地勘测规划院,2015年全国土地利用变更调查监测与核查二类监测区资源三号实践九号卫星数据采集,协调能力,组织土地测绘服务
7146,庆阳市正宁县教育体育局,2014年薄弱学校改造体育音乐卫生器材项目采购合同,协调能力,提供公共教育服务
7147,漳县工商局,漳县工商行政管理局购置电动面包车项目,合规能力,支持工商监管
7148,故宫博物院,保和殿等处塑木台阶维修及防滑设施维护工程合同,协调能力,支持公共文化设施
7149,国家海洋局第二海洋研究所,销售合同,协调能力,支持海洋科研
7150,故宫博物院,园林绿化养护工程施工合同,协调能力,支持公共文化设施
7151,无供应商,公交车体广告发布合同,其他,无明确政府机构
7152,中国土地勘测规划院,2015年全国土地利用变更调查监测与核查二类监测区遥感五号等卫星数据采集,协调能力,组织土地测绘服务
7153,水利部交通运输部国家能源局南京水利科学研究院,非接触式高速水流流速测量系统产品购销合同等,协调能力,支持水利科研
7154,酒泉市公安局交通警察支队,2015年冬季锅炉供暖用煤采购项目,合规能力,支持公安设施
7155,新疆维吾尔自治区气象技术装备保障中心,新疆新型自动气象站采购项目合同书,协调能力,组织气象服务
7156,海河流域水环境监测中心,PCR仪采购项目,协调能力,支持水利监测
7157,两当县公安局,供暖锅炉采购项目,合规能力,支持公安设施
7158,陇西县第一人民医院,产后综合治疗仪等医疗设备采购项目,协调能力,提供公共医疗服务
7159,中国科学院各研究所,稳定同位素比质谱仪合同,协调能力,支持科研能力
7160,中国科学院广州生物医药与健康研究院,采购倒置荧光显微镜竞争性谈判项目合同,协调能力,支持生物医学科研
7161,庆阳市西峰区教育体育局,购置小学课桌凳政府采购购销合同,协调能力,提供公共教育服务
7162,中国科学院重庆绿色智能技术研究院,技术开发委托合同,协调能力,支持科研服务
7163,国家测绘地理信息局第二地理信息制图院,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7164,国家海洋局南海工程勘察中心,释放器甲板单元,协调能力,组织海洋调查服务
7165,国家海洋局南海工程勘察中心,海底磁力日变站系统,协调能力,组织海洋调查服务
7166,中国科学院沈阳自动化研究所,结构振动与模态测试分析系统,协调能力,支持科研能力
7167,中国科学院兰州化学物理研究所,实时在线反应分析系统,协调能力,支持科研能力
7168,国家海洋局南海工程勘察中心,船用柴油,协调能力,支持海洋调查服务
7169,阿克塞县林业局,酒泉市阿克塞县林业局防沙治沙项目,协调能力,组织林业生态服务
7170,国家海洋局南海工程勘察中心,向阳红14号船深水多波束维修,协调能力,支持海洋调查设备
7171,青岛海洋地质研究所,海水入侵在线监测仪,协调能力,支持海洋地质科研
7172,国家海洋局第三海洋研究所,旋转蒸发仪,协调能力,支持海洋科研
7173,中国科学院上海应用物理研究所,便携式计算机,协调能力,支持科研运营
7174,金昌市金川公园管理所,甘肃金川金水湖国家湿地公园总体规划项目,协调能力,提供公共绿化服务
7175,中国科学技术馆,2015年科普大篷车车载展品采购项目合肥探奥2包,协调能力,提供科普公共文化服务
7176,通渭县农牧林业局,基层推广体系改革与建设补助物资采购项目,协调能力,组织农牧林业服务
7177,中国科学院西安光学精密机械研究所,红外成像系统整机测试系统,协调能力,支持科研能力
7178,中国科学院上海应用物理研究所,图形工作站,协调能力,支持科研信息化
7179,中国土地勘测规划院,2015年全国土地利用变更调查监测与核查二类监测区天绘一号卫星数据采集,协调能力,组织土地测绘服务
7180,庆阳市西峰区林业局,北石窟荒山绿化项目一包,协调能力,组织林业生态服务
7181,玉门市水务局,山洪灾害防治项目,协调能力,组织水利服务
7182,山丹县李桥乡,精准扶贫项目一标段四包,协调能力,组织扶贫服务
7183,福建省松溪等县气象局,福建省气象局新型自动气象站采购项目合同协议书,协调能力,组织气象服务
7184,中国科学院上海天文台,工控机,协调能力,支持科研运营
7185,西安市国家税务局,综合业务办公用房维修改造高低压配电柜采购及安装项目,提取能力,支持税务基础设施
7186,中国科学院地球环境研究所,单颗粒矿物释光测年平台热释光光释光测量系统,协调能力,支持科研能力
7187,玉门市第一小学,云教室项目,协调能力,提供公共教育服务
7188,北京市怀柔区国家税务局,第四税务所综合办公用房维修改造工程,提取能力,支持税务基础设施
7189,庆阳市国营合水林业总场北川林场,造林工程植被恢复及三北防护林体系建设工程项目,协调能力,组织林业生态服务
7190,庆阳市西峰区人民检察院,购置正版软件项目政府采购购销合同,合规能力,增强检察院信息化能力
7191,崆峒区环卫处,5吨湿式清扫车采购合同,协调能力,组织城市环卫服务
7192,阿克塞县林业局,2015年春季种植及补植补栽采购项目,协调能力,组织林业服务
7193,庆阳市西峰区肖金中学,建设篮球场工程政府采购合同,协调能力,提供公共教育服务
7194,国家海洋局北海海洋环境监测中心站,海洋仪器设备采购项目气相色谱自动进样器,协调能力,组织海洋监测服务
7195,中国科学技术馆,2015年展览巡展服务项目影子世界,协调能力,提供科普公共文化服务
7196,漳县教育体育局,2015年全面改善农村义务教育薄弱学校基本办学条件教学设施配备,协调能力,提供公共教育服务
7197,水利部水利信息中心,水利信息系统骨干网专线租赁,协调能力,支持水利信息化
7198,庆阳市公安局西峰分局,警用装备采购项目合同书,合规能力,增强公安装备能力
7199,宁夏大气探测技术保障中心,宁夏回族自治区气象局新型自动气象站采购项目合同书,协调能力,组织气象服务
7200,水利部交通运输部国家能源局南京水利科学研究院,X波段雷达面雨量测量及相关系统及相关服务,协调能力,支持水利科研
7201,中国土地勘测规划院,资源一号02C卫星信息共享与社会化服务平台开发,协调能力,组织土地测绘服务
7202,国家海洋局南海海洋工程勘察与环境研究院,大亚湾春夏冬三季海洋环境质量现状调查合同书,协调能力,组织海洋调查服务
7203,中国科学院沈阳自动化研究所,大型模拟压力试验筒,协调能力,支持科研能力
7204,中国科学院动物研究所,购肺代谢功能与血细胞分析系统合同,协调能力,支持科研机构
7205,山丹县位奇镇人民政府,扶贫及新农村建设项目八包,协调能力,组织扶贫与农村建设
7206,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务8分包,协调能力,组织土地测绘服务
7207,中国科学院重庆绿色智能技术研究院,科研用一体机采购项目,协调能力,支持科研运营
7208,庆阳市西峰区陇东职业中等专业学校,国家示范性学校购置笔记本电脑等实训设备项目政府采购合同,协调能力,提供职业教育服务
7209,中国科学院上海应用物理研究所,图形工作站,协调能力,支持科研信息化
7210,中国科学院广州生物医药与健康研究院,重大传染病疫苗研发平台实验室设备二招标项目合同,协调能力,支持公共卫生科研
7211,庆阳市庆化学校,多媒体教学设备采购项目,协调能力,提供公共教育服务
7212,中国科学院武汉植物园,超速离心机2供货合同,协调能力,支持科研机构
7213,中国科学院西安光学精密机械研究所,光子量子工程技术创新与系统集成化研发保障平台建设项目设计,协调能力,支持科研设施
7214,庆阳市西峰区园林局,东湖公园箱变采购安装项目施工合同,协调能力,提供公共绿化服务
7215,水利部水利信息中心,技术服务合同书,协调能力,支持水利信息化
7216,庆阳市国营合水林业总场平定川林场,后南湾资源管护站建设项目,协调能力,组织林业服务
7217,中国科学技术馆,2015年中国流动科技馆机器人表演项目合同,协调能力,提供科普公共文化服务
7218,中国科学院沈阳自动化研究所,水下机械手系统采购合同,协调能力,支持科研能力
7219,长江水利委员会长江流域水土保持监测中心站,水土流失动态监测遥感解译技术服务合同标段四,协调能力,组织水土保持监测
7220,国家税务总局,2015年第四季度国税系统打印机复印机批量集中采购询价项目,提取能力,支持税务运营
7221,庆阳市博物馆,珍贵文物囊制作,协调能力,支持公共文化服务
7222,陇西县教育体育局,2015年国家薄改项目教学设备采购项目,协调能力,提供公共教育服务
7223,国家海洋局南海工程勘察中心,船用柴油,协调能力,支持海洋调查服务
7224,水利部海河水利委员会海河流域水土保持监测中心站,相机采购项目,协调能力,支持水土保持监测
7225,华池县食品药品监督管理局,新建机构办公设备购置项目,合规能力,增强食药监管能力
7226,定西市农产品质量安全监督检测中心,建设项目仪器设备采购项目购销合同,协调能力,组织农产品质量检测
7227,民乐县林业局,2014年林业站建设木材检查站建设特殊林木培育基地建设项目三包,协调能力,组织林业服务
7228,国家海洋局南海工程勘察中心,300kHz多普勒海流计,协调能力,组织海洋调查服务
7229,山东黄河河务局山东黄河信息中心,信息通信系统维护项目合同,协调能力,支持水利信息化
7230,商务部,中央国家机关政府采购网上竞价合同,协调能力,支持商务管理
7231,中国劳动关系学院,北京校区监控项目,协调能力,提供教育公共服务
7232,中国科学院兰州化学物理研究所,高压慢应变速率应力腐蚀试验机进口代理协议,协调能力,支持科研能力
7233,民乐县教育体育局,民乐县中小学教学设备采购项目一包,协调能力,提供公共教育服务
7234,阿克塞县林业局,购买高空作业车及双排农用车采购项目,协调能力,组织林业服务
7235,中国科学院重庆绿色智能技术研究院,技术开发委托合同,协调能力,支持科研服务
7236,中国检验检疫科学研究院,全自动血球分析仪采购合同,合规能力,支持检验检疫科研
7237,国家海洋局第二海洋研究所,深海锚碇观测系统合同,协调能力,支持海洋科研
7238,青岛海洋地质研究所,海洋地质保障工程配套装备项目综合物探调查船A船船舶建造项目,协调能力,支持海洋地质科研
7239,那曲地区国家税务局,复印纸采购合同,提取能力,支持税务运营
7240,新疆维吾尔自治区气象技术装备保障中心,新疆能见度仪采购项目合同书,协调能力,组织气象服务
7241,中国科学院地球环境研究所,树轮稳定同位素质谱仪,协调能力,支持科研能力
7242,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务14分包,协调能力,组织土地测绘服务
7243,国家海洋局第三海洋研究所,溶解氧探头等,协调能力,支持海洋科研
7244,国家海洋局南海工程勘察中心,三维数据可视化软件,协调能力,组织海洋调查服务
7245,商务部服务贸易和商贸服务业司,开展服务外包示范城市综合评价工作委托合同,协调能力,支持商务管理
7246,国家食品药品监督管理总局信息中心,会议室改造采购项目,合规能力,支持食药监管设施
7247,庆阳市西街社区卫生服务中心,所需专业设备购销合同,协调能力,提供公共卫生服务
7248,永靖县财政局,2014年中央财政县级支农资金合奖励资金草莓产业发展项目政府采购合同,提取能力,支持财政支农服务
7249,中华人民共和国笋岗海关,中央单位批量集中采购简易合同,提取能力,支持海关运营
7250,庆阳市西峰区林业局,封山育林等六个林业重点生态工程项目三包,协调能力,组织林业生态服务
7251,国家测绘地理信息局第一航测遥感院,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7252,国家税务总局,2015年第四季度国税系统打印机复印机批量集中采购询价项目,提取能力,支持税务运营
7253,漳县教育体育局,2015年漳县武阳中学武阳三小2所灾后重建,协调能力,提供公共教育服务
7254,中国科学院兰州化学物理研究所,显微共焦拉曼光谱仪,协调能力,支持科研能力
7255,商务部,中央单位批量集中采购简易合同,协调能力,支持商务管理
7256,中国科学院上海天文台,移动工作站,协调能力,支持科研信息化
7257,山丹县李桥乡,精准扶贫项目一标段三包,协调能力,组织扶贫服务
7258,陇西县妇幼保健院,锅炉采购,协调能力,提供公共医疗服务
7259,肃州区三墩中心卫生院,集中供氧系统项目,协调能力,提供公共卫生服务
7260,中华人民共和国大铲湾海关,中央国家机关政府采购协议供货合同,提取能力,支持海关运营
7261,甘肃省森林公安局,智能枪弹柜政府采购项目,合规能力,增强森林公安能力
7262,青岛海洋地质研究所,颜色光谱测量子系统和点状磁化率子系统,协调能力,支持海洋地质科研
7263,中国科学院上海应用物理研究所,图形工作站,协调能力,支持科研信息化
7264,中国科学院重庆绿色智能技术研究院,进口货物购销协议书,协调能力,支持科研机构
7265,陇西县广播影视服务中心,陇西县广播电视台高清演播室设备采购项目工程,协调能力,提供公共广播电视服务
7266,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务16分包,协调能力,组织土地测绘服务
7267,敦煌市公安局,中心城区交通组织方案设计采购项目,合规能力,增强公安交通管理能力
7268,海河流域水环境监测中心,水质监测专业设备采购项目,协调能力,支持水利监测
7269,庆阳市西峰区显胜乡人民政府,实施生活垃圾点项目建设合同,协调能力,组织乡镇环卫服务
7270,陇西县教育体育局,2015年国家薄改项目教学设备采购项目,协调能力,提供公共教育服务
7271,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务21分包,协调能力,组织土地测绘服务
7272,国家海洋局第二海洋研究所,立体显微镜合同,协调能力,支持海洋科研
7273,中国科学技术馆,2015年展览巡展服务项目第四包科学养生之如何应对慢性病,协调能力,提供科普公共文化服务
7274,中国科学技术馆,3D实拍特效电影动物传奇第3第4集电影节目委托制作合同,协调能力,提供科普公共文化服务
7275,青岛海洋地质研究所,导航系统定位姿态接收系统热敏记录仪单频测深仪,协调能力,支持海洋地质科研
7276,水利部交通运输部国家能源局南京水利科学研究院,复合腐蚀试验平台购销合同,协调能力,支持水利科研
7277,云南省师宗县国家税务局,物业采购合同,提取能力,支持税务基础设施
7278,中国国土资源航空物探遥感中心,网络交换机采购合同,协调能力,支持国土资源调查
7279,广河县农产品监测站,设备采购项目供货合同,协调能力,组织农产品质量检测
7280,和政县教育局,和政县龙泉小学和政一中教育信息化建设项目采购合同,协调能力,提供公共教育服务
7281,北京市社会福利事务管理中心,南城养老院医疗家具采购合同,协调能力,提供养老公共服务
7282,水利部交通运输部国家能源局南京水利科学研究院,径潮模型水下微地形测量系统等,协调能力,支持水利科研
7283,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7284,定西市体育局,体育器材采购项目购销合同,协调能力,提供公共体育服务
7285,成县小川学区,幼儿园设备采购项目,协调能力,提供公共教育服务
7286,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务17分包,协调能力,组织土地测绘服务
7287,中国科学技术馆,2015年科普大篷车车载展品采购项目蚌埠创新科普第2包,协调能力,提供科普公共文化服务
7288,庆阳市西峰区陇东职业中等专业学校,国家示范性学校建设电气运行与控制专业设备政府采购合同,协调能力,提供职业教育服务
7289,中国科学院西安光学精密机械研究所,可见红外平行光管,协调能力,支持科研能力
7290,中国国土资源航空物探遥感中心,专用设备采购合同,协调能力,支持国土资源调查
7291,中国科学院广州地球化学研究所,便携式计算机采购项目,协调能力,支持科研运营
7292,水利部交通运输部国家能源局南京水利科学研究院,波浪港池多普勒阵列无线测量系统等,协调能力,支持水利科研
7293,中国科学院西安光学精密机械研究所,职工住宅项目施工总承包,协调能力,支持科研机构
7294,中国科学技术大学,刀片机箱交换机服务器采购,协调能力,支持高等教育
7295,中国科学院西安光学精密机械研究所,辐射定标装置,协调能力,支持科研能力
7296,中国残疾人杂志社,数码相机采购项目,协调能力,提供残疾人公共服务
7297,商务部配额许可证事务局,电子签章安全管理系统开发,协调能力,支持商务管理
7298,金昌市金川区广州路街道宝运里社区卫生服务站,医疗设备项目,协调能力,提供公共卫生服务
7299,中国科学院沈阳自动化研究所,探测器电学性能测试系统采购合同,协调能力,支持科研能力
7300,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7301,平凉市中小企业服务中心,公共服务机房网络平台应用库建设项目,协调能力,支持企业公共服务
7302,康县教育局,2014年全面改善义务教育薄弱学校办学条件设备类采购项目第一包,协调能力,提供公共教育服务
7303,中国科学院上海应用物理研究所,台式机,协调能力,支持科研运营
7304,国家海洋局南海工程勘察中心,深水多波束,协调能力,组织海洋调查服务
7305,广州南沙开发区国家税务局,物业服务合同,提取能力,支持税务基础设施
7306,商务部,中央国家机关政府采购网上竞价合同,协调能力,支持商务管理
7307,水利部交通运输部国家能源局南京水利科学研究院,堤坝安全自动监测设备采购,协调能力,支持水利科研
7308,玉门市第一人民医院,购买制氧机项目,协调能力,提供公共医疗服务
7309,中央歌剧院,剧场工程基础抗浮锚杆基坑清槽和基础垫层,协调能力,支持公共文化设施
7310,水利部交通运输部国家能源局南京水利科学研究院,波浪海流计等设备采购技术协议书,协调能力,支持水利科研
7311,中国科学技术馆,心理学展2标段合同,协调能力,提供科普公共文化服务
7312,庆阳市西峰区北街办事处,解放路社区办公活动场所维修改造项目政府采购合同,协调能力,组织社区服务
7313,中国科学院西安光学精密机械研究所,短波红外光谱成像仪,协调能力,支持科研能力
7314,玉门市小金湾乡人民政府,砂石路铺垫项目,协调能力,组织乡村公路服务
7315,甘肃省气象信息与技术装备保障中心,2015年自动气象站及备件采购合同,协调能力,组织气象服务
7316,庆阳市西峰区人民医院,医疗设备购置项目合同一包,协调能力,提供公共医疗服务
7317,中国科学技术馆,中国流动科技馆体验科学主题展览制作上海智慧圆展览制作合同,协调能力,提供科普公共文化服务
7318,中国科学技术馆,夏季工服采购合同,协调能力,支持科普设施运营
7319,国家海洋局第三海洋研究所,倒置显微镜等,协调能力,支持海洋科研
7320,民乐县教育体育局,学生课桌凳计算机教室设备采购项目,协调能力,提供公共教育服务
7321,中国科学院武汉植物园,高通量液体自动操作系统供货合同,协调能力,支持科研机构
7322,中国科学技术大学,新风系统采购,协调能力,支持高等教育
7323,甘州区区乡公路管理站,GSJC201506Z-347ZY,协调能力,组织公路服务
7324,中央国家机关政府采购中心,中央单位批量集中采购简易合同,协调能力,政府采购服务
7325,中国残疾人联合会,2015年国家人工耳蜗救助项目第一批人工耳蜗供货合同,协调能力,提供残疾人公共服务
7326,庆阳市西峰区农牧局,巩固退耕还林太阳能热水器项目政府采购购销合同四包,协调能力,组织农牧生态服务
7327,国家海洋局第二海洋研究所,1000级超净台采购合同,协调能力,支持海洋科研
7328,陇西县教育体育局,2015年国家薄改项目教学设备采购项目,协调能力,提供公共教育服务
7329,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7330,陇西县教育体育局,农村义务教育学生营养改善计划食品供应商配送服务合同书,协调能力,提供公共教育服务
7331,广西壮族自治区气象技术装备中心,新型自动气象站采购项目合同协议书,协调能力,组织气象服务
7332,中国科学院计算机网络信息中心,交换机采购网上竞价合同,协调能力,支持科研信息化
7333,中国气象局兰州干旱气象研究所,卫星航空高空地面干旱遥感协同观测及干旱灾害致灾过程综合观测试验建设项目合同,协调能力,组织气象科研
7334,华池县畜牧兽医局,2014年退牧还草工程围栏架设安装施工合同书,协调能力,组织畜牧生态服务
7335,安徽省合肥市国家税务局,新站区国家税务局办公楼物业服务项目合同,提取能力,支持税务基础设施
7336,陇西县教育体育局,农村义务教育学生营养改善计划食品供应商配送服务合同书,协调能力,提供公共教育服务
7337,庆阳第二中学,明志楼卫生间改造工程项目政府采购合同,协调能力,提供公共教育服务
7338,水利部交通运输部国家能源局南京水利科学研究院,蒸渗仪及人工模拟降雨系统设备,协调能力,支持水利科研
7339,中国科学院广州生物医药与健康研究院,采购程序降温仪招标项目合同,协调能力,支持生物医学科研
7340,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7341,中国科学院广州生物医药与健康研究院,新型艾滋病疫苗临床前安全性评价研究服务项目合同,协调能力,支持公共卫生科研
7342,康县教育局,2014年全面改善义务教育薄弱学校办学条件设备类采购项目第二包,协调能力,提供公共教育服务
7343,西安市国家税务局,光纤磁盘阵列存储系统采购项目采购合同,提取能力,支持税务信息化
7344,中国科学院兰州化学物理研究所,超低温粘度测定仪,协调能力,支持科研能力
7345,中国海监南海航空支队,中央国家机关政府采购网上竞价合同,协调能力,支持海监服务
7346,扬子江工程咨询有限公司湖北,河流健康要素自动观测系统设备购置B包,协调能力,支持水利工程咨询
7347,中国科学院上海应用物理研究所,移动工作站台式机,协调能力,支持科研信息化
7348,积石山县银川乡人民政府,整村推进养殖项目供货合同,协调能力,组织扶贫农业服务
7349,漳县三岔中心卫生院,供暖锅炉采购安装项目合同书,协调能力,提供公共卫生服务
7350,国家海洋局东海信息中心,东海档案资料柜采购,协调能力,支持海洋信息服务
7351,成县食品药品监督管理局,县乡食药监管机构办公设备采购项目第二包,合规能力,增强食药监管能力
7352,定西市住房公积金管理中心,办公及视频会议设备项目政府采购购销合同,提取能力,支持公积金管理
7353,中国科学院重庆绿色智能技术研究院,进口货物购销协议书,协调能力,支持科研机构
7354,庆阳特殊教育学校,所需特殊教学设备公开招标采购,协调能力,提供特殊教育服务
7355,中国科学院动物研究所,购快速离子成像系统合同,协调能力,支持科研机构
7356,中国科学院重庆绿色智能技术研究院,国内采购合同,协调能力,支持科研机构
7357,张掖市甘州区三闸镇敬老院,锅炉和管道更换项目,协调能力,提供养老公共服务
7358,庆阳市正宁林业总场西坡林场,育苗项目,协调能力,组织林业服务
7359,中国科学技术馆,2015年科普大篷车采购项目南京南汽第2包,协调能力,提供科普公共文化服务
7360,国家海洋局南通海洋环境监测中心站,可见分光光度计紫外可见分光光度计供货合同,协调能力,组织海洋监测服务
7361,中国残疾人联合会,技术开发合同,协调能力,支持残疾人服务
7362,山丹县位奇镇人民政府,扶贫及新农村建设项目三包,协调能力,组织扶贫与农村建设
7363,国家海洋局第二海洋研究所,CTD维护维修和备件采购合同,协调能力,支持海洋科研
7364,商务部服务贸易和商贸服务司,软件出口发展报告2015委托合同,协调能力,支持商务管理
7365,漳县教育体育局,2015年漳县武阳中学武阳三小2所灾后重建学校招标采购,协调能力,提供公共教育服务
7366,皋兰县教育局,全县新建改扩建公办幼儿园配备教具及办公生活设备项目,协调能力,提供公共教育服务
7367,崇信县农发办,崇信县2015年财政奖补一事一议路灯政府采购合同,协调能力,组织农村公共设施
7368,中国科学院动物研究所,购机架式服务器合同,协调能力,支持科研信息化
7369,临夏州农产品质量安全检测中,建设项目仪器采购项目,协调能力,组织农产品质量检测
7370,庆阳市庆化学校,实验室及科技馆采购,协调能力,提供公共教育服务
7371,国家海洋局第三海洋研究所,海气边界层观测系统,协调能力,支持海洋科研
7372,水利部水利信息中心,水利部机关IBM服务器设备维护,协调能力,支持水利信息化
7373,庆阳市西峰区农牧局,巩固退耕还林太阳能热水器项目政府采购购销合同一包,协调能力,组织农牧生态服务
7374,中国科学院成都生物研究所,2015年修购专项仪器采购项目,协调能力,支持生物科研
7375,国道312线平凉城区过境段改线工程指挥部,照明灯维修工程合同,协调能力,组织公路基础设施
7376,中国科学院重庆绿色智能技术研究院,进口货物供销协议,协调能力,支持科研机构
7377,漳县三岔卫生院,自动生化分析仪采购项目购销合同,协调能力,提供公共卫生服务
7378,河南省焦作市中站区国家税务局,院内硬化绿化工程合同书,提取能力,支持税务基础设施
7379,中国气象局气象探测中心,便携式自动气象站采购合同,协调能力,组织气象服务
7380,国家海洋局南通海洋环境监测中心站,批量集中采购简易合同便携式计算机,协调能力,支持海洋监测服务
7381,暨南大学,幼儿园厨房设备采购合同,协调能力,支持高等教育
7382,漳县教育体育局,2015年全面改善农村义务教育薄弱学校基本办学条件教学设施配备,协调能力,提供公共教育服务
7383,民乐县教育体育局,民乐县中小学教学设备采购项目四包,协调能力,提供公共教育服务
7384,庆阳市西峰区农牧局,购置2015年全区冬小麦一喷三防农药政府采购合同,协调能力,组织农业服务
7385,玉门市团市委,青少年活动中心暖气维修改造项目,协调能力,提供青年公共服务
7386,青岛海洋地质研究所,海岸带监测数据无线传输设备,协调能力,支持海洋地质科研
7387,中国科学技术馆,2015年科普大篷车采购合同航天新长征5包,协调能力,提供科普公共文化服务
7388,中华人民共和国罗湖海关,中央单位批量集中采购简易合同,提取能力,支持海关运营
7389,国家税务总局,2015年第四季度国税系统打印机复印机批量集中采购询价项目,提取能力,支持税务运营
7390,中国科学院沈阳自动化研究所,脑机接口研究系统采购合同,协调能力,支持科研能力
7391,内蒙古自治区大气探测技术保障中心,2015年自动气象站及备件采购合同书,协调能力,组织气象服务
7392,陇西县公安局,办公设备采购项目,合规能力,增强公安办公能力
7393,国家海洋局北海海洋环境监测中心站,购销合同海流计,协调能力,组织海洋监测服务
7394,中国科学院植物研究所,超临界萃取仪采购合同,协调能力,支持科研机构
7395,中国劳动关系学院,北京校区物业服务采购项目,协调能力,提供教育公共服务
7396,中国民航科学技术研究院,中央国家机关政府采购网上竞价合同,协调能力,支持民航科研
7397,云南出入境检验检疫局检验检疫技术中心,倒置显微镜采购合同,合规能力,支持检验检疫能力
7398,中华人民共和国惠东海关,中央单位批量集中采购简易合同,提取能力,支持海关运营
7399,定西市植保植检站,定西市2015年小麦重大病虫害统防统治物资采购项目采购合同,协调能力,组织农业技术服务
7400,定西市农产品质量安全监督检测中心,建设项目仪器设备采购项目购销合同,协调能力,组织农产品质量检测
7401,国家海洋局南海工程勘察中心,电子水准仪,协调能力,组织海洋调查服务
7402,皋兰县教育局,2015年标准化学校建设设备配备项目,协调能力,提供公共教育服务
7403,庆阳市委保密办,所需设备软件采购,协调能力,支持保密管理
7404,那曲地区国家税务局,购销合同,提取能力,支持税务运营
7405,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务1分包,协调能力,组织土地测绘服务
7406,中国科学院上海应用物理研究所,图形工作站,协调能力,支持科研信息化
7407,中国科学院武汉植物园,植物生长箱供货合同,协调能力,支持科研机构
7408,定西市住房公积金个人中心,征信系统建设项目政府采购购销合同,提取能力,支持公积金管理
7409,中国人民银行金融信息中心,PC服务器第二包采购合同,提取能力,支持金融监管能力
7410,庆阳市国营合水林业总场拓儿塬林场,2014年度天然林资源保护工程二期公益林建设项目,协调能力,组织林业生态服务
7411,中国科学院信息工程研究所,服务器采购合同,协调能力,支持科研信息化
7412,武威新能源装备园区,2015年园区道路绿化苗木采购合同,协调能力,组织产业园区服务
7413,国家海洋局第三海洋研究所,海洋药源生物种质资源库实验室改造工程,协调能力,支持海洋科研
7414,玉门市公安局,玉门市公安局交警大队智能管控项目,合规能力,增强公安交通管控能力
7415,中央歌剧院,北京市建设工程施工合同,协调能力,支持公共文化设施
7416,中国科学院上海应用物理研究所,图形工作站,协调能力,支持科研信息化
7417,渭源县第二幼儿园畜牧兽医局,渭源县第二幼儿园和畜牧兽医局电脑等设备供货合同,协调能力,提供公共教育服务
7418,酒泉市中医院,门诊住院部消防工程改造东区住院部二三层改造工程项目,协调能力,提供公共医疗服务
7419,中国科学院兰州化学物理研究所,制备型高效逆流色谱仪,协调能力,支持科研能力
7420,国家海洋局北海海洋环境监测中心站,北海等四站水准点信息采集建设及水准联测服务,协调能力,组织海洋监测服务
7421,水利部水利信息中心,流域偏远水文站信息传输卫星便携站建设,协调能力,支持水利信息化
7422,长江水利委员会综合管理中心,中央防汛抗旱物资武汉仓库库房及配套设施应急修复施工合同,协调能力,组织防汛抗旱服务
7423,国家海洋局第三海洋研究所,海洋噪声源同步测量浮标,协调能力,支持海洋科研
7424,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7425,无供应商,贵州日报报业集团广告营运中心广告发布合同,其他,无明确政府机构
7426,金昌市城市管理综合行政执法局,城管执法标志服装购置项目,合规能力,增强城管执法能力
7427,陕西省新闻出版广电局,2015年中央广播电视节目无线数字化覆盖工程,协调能力,提供公共广播电视服务
7428,国家海洋局第三海洋研究所,声信号接收器等,协调能力,支持海洋科研
7429,中国科学院沈阳自动化研究所,声学多普勒海流剖面仪采购合同,协调能力,支持科研能力
7430,甘肃省康县职业技术学校,校园信息化建设项目,协调能力,提供职业教育服务
7431,庆阳市西峰区林业局,封山育林等六个林业重点生态工程项目一包,协调能力,组织林业生态服务
7432,康县教育局,2015至2016学年度农村义务教育学生营养改善计划供餐食品采购项目第一包,协调能力,提供公共教育服务
7433,中国科学院西安光学精密机械研究所,精密自准测角仪,协调能力,支持科研能力
7434,国家海洋局南海海洋工程勘察与环境研究院,中央国家机关政府采购网上竞价合同,协调能力,支持海洋勘察服务
