年份,合同名称,详情链接,签订时间,发布时间,采购人,供应商,合同编号,项目编号,采购人地址,采购人联系方式,供应商地址,供应商联系方式,主要标的名称,规格型号或服务要求,主要标的数量,主要标的单价,合同金额,履约期限和地点等简要信息,采购方式,所属地域,所属行业,代理机构,合同签订日期,合同公告日期,合同金额num_万元,id,采购人_纬度,采购人_经度,采购人_省,采购人_省代码,采购人_市,采购人_市代码,采购人_县,采购人_县代码,供应商_纬度,供应商_经度,供应商_省,供应商_省代码,供应商_市,供应商_市代码,供应商_县,供应商_县代码,text,预测分类
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60481ccb016049ad7a4505a8?contractSign=0,2014-11-03,2017-12-12,九龙坡区共和小学,九龙坡区中梁山安业消防器材设备经营部,14A2167,14A2167,,,,,,,,,0.454000万元,,,重庆市九龙坡区,安全、消防用金属制品制造,无,2014-11-03,2014-11-03,0.454,2.372554e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.4575774276224,106.440581811469,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区共和小学 合同,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60481ccb0160497a2217045c?contractSign=0,2014-07-24,2017-12-12,九龙坡区共和小学,重庆载志商贸有限公司,14A1508,14A1508,,,,,,,,,0.602400万元,,,重庆市九龙坡区,制造业,无,2014-07-24,2014-07-24,0.6024,2.372555e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5113178159993,105.765889701017,重庆市,500000,重庆市,500000,大足区,500111,九龙坡区共和小学 合同,协调能力
2014,安宁市实验学校和平校区多媒体办公设备采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60481ccb0160498a0cf204fb?contractSign=0,2014-09-25,2017-12-12,安宁市实验学校,昆明昱航科技有限公司,YNZZ（A1）-2014-050,YNZZ（A1）-2014-050,,,,,,,,,36.688000万元,,,云南省昆明市,计算机和办公设备维修,云南众智招标代理有限公司,2014-09-25,2014-09-25,36.688,2.372556e+06,24.909204480608,102.461379033818,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.93556556887,102.775690616037,云南省,530000,昆明市,530100,官渡区,530111,安宁市实验学校 安宁市实验学校和平校区多媒体办公设备采购项目,协调能力
2014,重庆市政府采购货物购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c0016048b7fcb1007c?contractSign=0,2014-06-23,2017-12-12,区驿都实验学校(区白市驿镇一小),重庆得意现代家具有限公司,无,14A0992,,,,,,,,,44.666000万元,,,重庆市九龙坡区,其他家具制造,重庆市九龙坡区教育发展服务中心,2014-06-23,2014-06-23,44.666,2.372557e+06,29.4725537792583,106.361729316616,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5046136886984,106.46686773172,重庆市,500000,重庆市,500000,九龙坡区,500107,区驿都实验学校(区白市驿镇一小) 重庆市政府采购货物购销合同,协调能力
2014,重庆市政府采购货物购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60481ccb016048be7e60033e?contractSign=0,2014-07-10,2017-12-12,区驿都实验学校(区白市驿镇一小),重庆骏派商贸有限公司,B6247BC305,14A1092,,,,,,,,,3.168000万元,,,重庆市九龙坡区,计算机整机制造,重庆市九龙坡区交易中心,2014-07-10,2014-07-10,3.168,2.372558e+06,29.4725537792583,106.361729316616,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5113178159993,105.765889701017,重庆市,500000,重庆市,500000,大足区,500111,区驿都实验学校(区白市驿镇一小) 重庆市政府采购货物购销合同,协调能力
2014,安宁市实验学校和平校区课桌椅、高台床及办公柜具,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c0016049cf2845044d?contractSign=0,2014-09-25,2017-12-12,安宁市实验学校,云南永茂家具有限公司,YNZZ（A1）-2014-049,YNZZ（A1）-2014-049,,,,,,,,,23.638000万元,,,云南省昆明市,家具零售,云南众智招标代理有限公司,2014-09-25,2014-09-25,23.638,2.372559e+06,24.909204480608,102.461379033818,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,29.0104501974836,110.274999340007,湖南省,430000,湘西土家族苗族自治州,433100,永顺县,433127,安宁市实验学校 安宁市实验学校和平校区课桌椅、高台床及办公柜具,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c00160497fc4920246?contractSign=0,2014-09-24,2017-12-12,九龙坡区共和小学,重庆九龙坡区安业消防器材设备经营部,14A1881,14A1881,,,,,,,,,0.583000万元,,,重庆市九龙坡区,公共设施管理业,无,2014-09-24,2014-09-24,0.583,2.37256e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.4575774276224,106.440581811469,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区共和小学 合同,协调能力
2014,安宁市实验学校和平校区高中探究实验仪器采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c0016049bff23503e4?contractSign=0,2014-09-25,2017-12-12,安宁市实验学校,云南义强教学仪器有限公司,YNZZ（A1）-2014-053,YNZZ（A1）-2014-053,,,,,,,,,49.854000万元,,,云南省昆明市,实验分析仪器制造,云南众智招标代理有限公司,2014-09-25,2014-09-25,49.854,2.372561e+06,24.909204480608,102.461379033818,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,30.5079119731884,103.696160140569,四川省,510000,成都市,510100,大邑县,510129,安宁市实验学校 安宁市实验学校和平校区高中探究实验仪器采购项目,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c0016049a5ffbe0353?contractSign=0,2014-10-17,2017-12-12,九龙坡区共和小学,重庆渝中区伟仁电子产品经营部,14A2051,14A2051,,,,,,,,,0.820000万元,,,重庆市九龙坡区,其他机械设备及电子产品批发,无,2014-10-17,2014-10-17,0.82,2.372562e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.555680457453,106.56530671271,重庆市,500000,重庆市,500000,渝中区,500103,九龙坡区共和小学 合同,协调能力
2014,安宁市实验学校和平校区音体美器材用品采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60481ccb01604998acec0540?contractSign=0,2014-09-25,2017-12-12,安宁市实验学校,安宁博大文体办公用品经营部,YNZZ（A1）-2014-051,YNZZ（A1）-2014-051,,,,,,,,,22.967600万元,,,云南省昆明市,文化、体育用品及器材批发,云南众智招标代理有限公司,2014-09-25,2014-09-25,22.9676,2.372563e+06,24.909204480608,102.461379033818,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,24.9221990312529,102.476532820775,云南省,530000,昆明市,530100,安宁市,530181,安宁市实验学校 安宁市实验学校和平校区音体美器材用品采购项目,协调能力
2014,安宁市实验学校和平校区高中通用技术仪器采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c0016049a8912d0367?contractSign=0,2014-09-25,2017-12-12,安宁市实验学校,云南义强教学仪器有限公司,YNZZ（A1）-2014-054,YNZZ（A1）-2014-054,,,,,,,,,47.964300万元,,,云南省昆明市,教学专用仪器制造,云南众智招标代理有限公司,2014-09-25,2014-09-25,47.9643,2.372564e+06,24.909204480608,102.461379033818,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,30.5079119731884,103.696160140569,四川省,510000,成都市,510100,大邑县,510129,安宁市实验学校 安宁市实验学校和平校区高中通用技术仪器采购项目,协调能力
2014,重庆市政府采购货物购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60481ccb016048c42b5f0364?contractSign=0,2014-07-10,2017-12-12,区驿都实验学校(区白市驿镇一小),重庆骏派商贸有限公司,53EEC11AE2,14A1090,,,,,,,,,3.870000万元,,,重庆市九龙坡区,计算机整机制造,重庆市九龙坡区交易中心,2014-07-10,2014-07-10,3.87,2.372565e+06,29.4725537792583,106.361729316616,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5113178159993,105.765889701017,重庆市,500000,重庆市,500000,大足区,500111,区驿都实验学校(区白市驿镇一小) 重庆市政府采购货物购销合同,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60481ccb016049761ec4044b?contractSign=0,2014-06-13,2017-12-12,九龙坡区共和小学,重庆瀚然文化传播有限公司,14A0667,14A0667,,,,,,,,,2.718000万元,,,重庆市九龙坡区,教育,无,2014-06-13,2014-06-13,2.718,2.372566e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5584872565817,106.52039871809,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区共和小学 合同,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c001604da2b8bb08e8?contractSign=0,2014-12-14,2017-12-13,九龙坡区共和小学,重庆金田厨具工程有限公司,14A2599,14A2599,,,,,,,,,0.324000万元,,,重庆市九龙坡区,住宿和餐饮业,无,2014-12-14,2014-12-14,0.324,2.372567e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.419331256557,105.619499947739,重庆市,500000,重庆市,500000,荣昌区,500153,九龙坡区共和小学 合同,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c001604dadcc3b093b?contractSign=0,2014-08-02,2017-12-13,九龙坡区共和小学,重庆松龙装饰工程有限公司,14B0282,14B0282,,,,,,,,,0.900000万元,,,重庆市九龙坡区,建筑业,无,2014-08-02,2014-08-02,0.9,2.372568e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5414894017618,106.52031368177,重庆市,500000,重庆市,500000,渝中区,500103,九龙坡区共和小学 合同,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa604d759b01604d9f454f00db?contractSign=0,2014-11-16,2017-12-13,九龙坡区共和小学,重庆瀚然文化传播有限公司,14A2539,14A2539,,,,,,,,,0.797000万元,,,重庆市九龙坡区,图书、报刊零售,无,2014-11-16,2014-11-16,0.797,2.372569e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5584872565817,106.52039871809,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区共和小学 合同,协调能力
2014,安宁市农产品质量安全监督管理站办公用品电子产品采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c001604e4f75ac0b2c?contractSign=0,2014-08-25,2017-12-13,安宁市农产品质量安全监督管理站,昆明金碧办公设备有限公司,YNZZ（A1）-2014-036,YNZZ（A1）-2014-036,,,,,,,,,15.758000万元,,,云南省昆明市,文教办公用品制造,云南众智招标代理有限公司,2014-08-25,2014-08-25,15.758,2.37257e+06,24.9221990312529,102.476532820775,云南省,530000.0,昆明市,530100.0,安宁市,530181.0,25.0458615313357,102.699028507728,云南省,530000,昆明市,530100,五华区,530102,安宁市农产品质量安全监督管理站 安宁市农产品质量安全监督管理站办公用品电子产品采购项目,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c001604da7752208f2?contractSign=0,2014-10-23,2017-12-13,九龙坡区共和小学,九龙坡区中梁山高林经营部,14A2647,14A2647,,,,,,,,,1.980000万元,,,重庆市九龙坡区,制造业,无,2014-10-23,2014-10-23,1.98,2.372571e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.4633187830391,106.44011486223,重庆市,500000,重庆市,500000,九龙坡区,500107,九龙坡区共和小学 合同,协调能力
2014,合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9604898c001604e8ce5d90ba5?contractSign=0,2014-07-15,2017-12-13,九龙坡区共和小学,重庆松龙装饰工程有限公司,14B0186,14B0186,,,,,,,,,7.500000万元,,,重庆市九龙坡区,建筑装饰业,无,2014-07-15,2014-07-15,7.5,2.372572e+06,29.4830374771993,106.433587457757,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5414894017618,106.52031368177,重庆市,500000,重庆市,500000,渝中区,500103,九龙坡区共和小学 合同,协调能力
2014,采购相机,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9607c3d570160972249062cff?contractSign=0,2014-08-20,2017-12-27,重庆解放碑中央商务区管理委员会,重庆旭达科技发展有限公司,2014082015554534837,14A1381,,,,,,,,,1.245000万元,,,重庆市渝中区,照相机及器材制造,无,2014-08-20,2014-08-20,1.245,2.372573e+06,29.5624518456678,106.571806457534,重庆市,500000.0,重庆市,500000.0,渝中区,500103.0,29.9143454717181,107.789962673766,重庆市,500000,重庆市,500000,丰都县,500230,重庆解放碑中央商务区管理委员会 采购相机,协调能力
2014,高台县人民法院办公用品购置,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a960de94ca0160f91aec9c1635?contractSign=0,2014-04-30,2017-12-28,高台县人民法院,高台县佰艺文体批发部,fs2017004,2017004,,,,,,,,,0.240000万元,,,甘肃省张掖市高台县,人民法院,无,2014-04-30,2014-04-30,0.24,2.372574e+06,39.3756051237249,99.823796143323,甘肃省,620000.0,张掖市,620700.0,高台县,620724.0,39.3768368910065,99.8178839553429,甘肃省,620000,张掖市,620700,高台县,620724,高台县人民法院 高台县人民法院办公用品购置,协调能力
2014,重庆市九龙坡区渝西中学校多功能室及室外背景音乐音响设备及安装项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa609b12330160b631ed711f5f?contractSign=0,2014-11-05,2018-01-02,重庆市渝西中学,重庆百倍电子技术有限公司,15A1651,15A1651,,,,,,,,,,,,重庆市九龙坡区,音响设备制造,重庆市九龙坡区交易中心,2014-11-05,2014-11-05,,2.372575e+06,29.2979694916657,106.331683350437,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,重庆市渝西中学 重庆市九龙坡区渝西中学校多功能室及室外背景音乐音响设备及安装项目合同,协调能力
2014,技术服务合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60bfcb960160c507ddd60ca9?contractSign=0,2014-12-29,2018-01-05,国家外汇管理局,太极计算机股份有限公司,HT2017010304,TC16017SW,,,,,,,,,117.000000万元,,,北京市,信息传输、软件和信息技术服务业,中招国际招标有限公司,2014-12-29,2014-12-29,117.0,2.372576e+06,39.9207676557548,116.304908855066,北京市,110000.0,北京市,110000.0,海淀区,110108.0,40.0209575434468,116.466345140168,北京市,110000,北京市,110000,朝阳区,110105,国家外汇管理局 技术服务合同,协调能力
2014,设备采购,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa60dd84c90160e8be3a2b110b?contractSign=0,2014-12-10,2018-01-12,重庆市巴南区图书馆,重庆彩恒科技有限公司,123,14A1750,,,,,,,,,7.526000万元,,,重庆市巴南区,图书馆,重庆市巴南区交易中心,2014-12-10,2014-12-10,7.526,2.372577e+06,29.4051987219776,106.537270519375,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆市巴南区图书馆 设备采购,协调能力
2014,设备采购,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a960de94ca0160e8c47e1d0c9f?contractSign=0,2014-12-01,2018-01-12,重庆市巴南区图书馆,重庆彩恒科技有限公司,123,14A1578,,,,,,,,,3.390000万元,,,重庆市巴南区,图书馆,重庆市巴南区交易中心,2014-12-01,2014-12-01,3.39,2.372578e+06,29.4051987219776,106.537270519375,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆市巴南区图书馆 设备采购,协调能力
2014,购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a961d5ecf50161e4609b610a91?contractSign=0,2014-08-27,2018-03-02,鱼洞南区学校,重庆聚艺影视舞台设备有限公司,2014-8-27,14A0958,,,,,,,,,9.200000万元,,,重庆市巴南区,普通初中教育,重庆市巴南区交易中心,2014-08-27,2014-08-27,9.2,2.372579e+06,29.3821712641589,106.50091564215,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,鱼洞南区学校 购销合同,合规能力
2014,重庆市政府采购货物购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a961d5ecf50161e446eca20a54?contractSign=0,2014-06-10,2018-03-02,鱼洞南区学校,重庆彩恒科技有限公司,47ABBA8310,14A0587,,,,,,,,,9.900000万元,,,重庆市巴南区,普通初中教育,重庆市巴南区交易中心,2014-06-10,2014-06-10,9.9,2.37258e+06,29.3821712641589,106.50091564215,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,鱼洞南区学校 重庆市政府采购货物购销合同,协调能力
2014,办公家具采购合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa61df1c700161e4515f4e037c?contractSign=0,2014-07-27,2018-03-02,鱼洞南区学校,巴南区中润良品家具经营部,0011807,14A0900,,,,,,,,,9.200000万元,,,重庆市巴南区,普通初中教育,重庆市巴南区交易中心,2014-07-27,2014-07-27,9.2,2.372581e+06,29.3821712641589,106.50091564215,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,29.4051987219776,106.537270519375,重庆市,500000,重庆市,500000,巴南区,500113,鱼洞南区学校 办公家具采购合同,提取能力
2014,科技功能室活动器材（械）设施设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a96228a8bd016243ab946e12a3?contractSign=0,2014-07-08,2018-03-20,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,14A1044,14A1044,,,,,,,,,2.109900万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-08,2014-07-08,2.1099,2.372582e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区天宝实验学校 科技功能室活动器材（械）设施设备,协调能力
2014,美术功能室活动器材（械）设施设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa6228a577016243a6bf12130e?contractSign=0,2014-07-08,2018-03-20,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,14A1041,14A1041,,,,,,,,,1.100295万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-08,2014-07-08,1.100295,2.372583e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区天宝实验学校 美术功能室活动器材（械）设施设备,协调能力
2014,音乐功能室活动器材（械）设施设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa6228a5770162439f2140130a?contractSign=0,2014-07-08,2018-03-20,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,14A1039,14A1039,,,,,,,,,0.820600万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-08,2014-07-08,0.8206,2.372584e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区天宝实验学校 音乐功能室活动器材（械）设施设备,协调能力
2014,教学仪器设备项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a96228a8bd01624394b2291298?contractSign=0,2014-07-08,2018-03-20,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,14A0946,14A0946,,,,,,,,,1.613500万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-08,2014-07-08,1.6135,2.372585e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区天宝实验学校 教学仪器设备项目,协调能力
2014,卫生功能室活动器材（械）设施设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa6228a577016243a91b921312?contractSign=0,2014-07-08,2018-03-20,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,14A1042,14A1042,,,,,,,,,0.796400万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-08,2014-07-08,0.7964,2.372586e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区天宝实验学校 卫生功能室活动器材（械）设施设备,协调能力
2014,体育功能室活动器材（械）设施设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a96228a8bd016243a3f72f129f?contractSign=0,2014-07-08,2018-03-20,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,14A1040,14A1040,,,,,,,,,5.025300万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-08,2014-07-08,5.0253,2.372587e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区天宝实验学校 体育功能室活动器材（械）设施设备,协调能力
2014,劳技功能室活动器材（械）设施设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa6228a5770162439bf1f21306?contractSign=0,2014-07-08,2018-03-20,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,14A1043,14A1043,,,,,,,,,3.145454万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-08,2014-07-08,3.145454,2.372588e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.5880346922946,106.527633610929,重庆市,500000,重庆市,500000,江北区,500105,九龙坡区天宝实验学校 劳技功能室活动器材（械）设施设备,协调能力
2014,管乐团乐器采购,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa62476d3c016248a04d610271?contractSign=0,2014-07-03,2018-03-21,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,14A1210,14A1210,,,,,,,,,8.520000万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-03,2014-07-03,8.52,2.372589e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.2432922087313,106.204941171902,重庆市,500000,重庆市,500000,江津区,500116,九龙坡区天宝实验学校 管乐团乐器采购,协调能力
2014,管乐团乐器采购,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a962471dfd016248a4a3ab033c?contractSign=0,2014-07-06,2018-03-21,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,14A1213,14A1213,,,,,,,,,8.817000万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-06,2014-07-06,8.817,2.37259e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.2432922087313,106.204941171902,重庆市,500000,重庆市,500000,江津区,500116,九龙坡区天宝实验学校 管乐团乐器采购,协调能力
2014,管乐团乐器采购,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa62476d3c016248a28f890275?contractSign=0,2014-07-09,2018-03-21,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,14A1211,14A1211,,,,,,,,,8.528000万元,,,重庆市九龙坡区,普通初中教育,天宝实验学校,2014-07-09,2014-07-09,8.528,2.372591e+06,29.506067468504,106.522613523524,重庆市,500000.0,重庆市,500000.0,九龙坡区,500107.0,29.2432922087313,106.204941171902,重庆市,500000,重庆市,500000,江津区,500116,九龙坡区天宝实验学校 管乐团乐器采购,协调能力
2014,重庆市政府采购货物购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa628448d9016289297f7a0635?contractSign=0,2014-02-14,2018-04-03,鱼洞街道,重庆酷瑞科技有限公司,411836217B,13A0065,,,,,,,,,1.720000万元,,,重庆市巴南区,综合事务管理机构,重庆市巴南区人民政府鱼洞街道办事处,2014-02-14,2014-02-14,1.72,2.372592e+06,29.3824145855647,106.513830284516,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,鱼洞街道 重庆市政府采购货物购销合同,协调能力
2014,巴南区双河口镇中心小学校厕所维修工程合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a96289560f01628e6147e00666?contractSign=0,2014-08-14,2018-04-04,双河中心小学,重庆巴城建筑工程有限公司,【2015】1号,14B0315,,,,,,,,,9.100000万元,,,重庆市巴南区,普通小学教育,重庆市巴南区教育系统小型公共资源交易中心,2014-08-14,2014-08-14,9.1,2.372593e+06,29.3187747363388,105.567719033477,重庆市,500000.0,重庆市,500000.0,荣昌区,500153.0,30.2946945386072,108.032521718087,重庆市,500000,重庆市,500000,忠县,500233,双河中心小学 巴南区双河口镇中心小学校厕所维修工程合同,协调能力
2014,重庆市巴南区双河口镇中心小学校校门工程施工合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa628448d901628e6a90a40d48?contractSign=0,2014-08-12,2018-04-04,双河中心小学,重庆凯旭建设工程有限公司,【2015】2号,14B0313,,,,,,,,,7.860000万元,,,重庆市巴南区,普通小学教育,重庆市巴南区教育系统小型公共资源交易中心,2014-08-12,2014-08-12,7.86,2.372594e+06,29.3187747363388,105.567719033477,重庆市,500000.0,重庆市,500000.0,荣昌区,500153.0,30.2017960983346,105.852199759947,重庆市,500000,重庆市,500000,潼南区,500152,双河中心小学 重庆市巴南区双河口镇中心小学校校门工程施工合同,协调能力
2014,重庆市政府采购购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa62a2a42a0162a443295903d1?contractSign=0,2014-06-26,2018-04-08,重庆市巴南区界石镇人民政府,重庆瑞原汽车销售有限公司,20,14A0226,,,,,,,,,9.190000万元,,,重庆市巴南区,汽车零售,重庆市巴南区交易中心,2014-06-26,2014-06-26,9.19,2.372595e+06,29.3855854150813,106.607796960995,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,29.6336514444517,106.567708507228,重庆市,500000,重庆市,500000,渝北区,500112,重庆市巴南区界石镇人民政府 重庆市政府采购购销合同,协调能力
2014,投影仪,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa62a2a42a0162a5365a4505b5?contractSign=0,2014-06-19,2018-04-08,惠民中心小学,重庆志向科技有限公司(盖章),0906680E4B,14A0476,,,,,,,,,0.450000万元,,,重庆市巴南区,普通小学教育,电子交易平台,2014-06-19,2014-06-19,0.45,2.372596e+06,29.460252579517,106.705360957603,重庆市,500000.0,重庆市,500000.0,巴南区,500113.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,惠民中心小学 投影仪,协调能力
